Sample	X101.10T1	X101.11T1	X101.12T1	X101.13T1	X101.14T1	X101.15T1	X101.1T1	X101.2T1	X101.3T1	X101.4T1	X101.5T1	X101.6T1	X101.7T1	X101.8T1	X101.9T1	X101C.10T1	X101C.11T1	X101C.12T1	X101C.13T1	X101C.14T1	X101C.15T1	X101C.1T1	X101C.2T1	X101C.3T1	X101C.4T1	X101C.5T1	X101C.6T1	X101C.7T1	X101C.8T1	X101C.9T1	C101.10T1	C101.11T1	C101.12T1	C101.13T1	C101.14T1	C101.15T1	C101.1T1	C101.2T1	C101.3T1	C101.4T1	C101.5T1	C101.6T1	C101.7T1	C101.8T1	C101.9T1	C.10T1	C.11T1	C.12T1	C.13T1	C.14T1	C.15T1	C.1T1	C.2T1	C.3T1	C.4T1	C.5T1	C.6T1	C.7T1	C.8T1	C.9T1
Zotu897	1	1	1	1	0	1	2	0	1	0	0	0	3	0	1	0	0	2	2	0	2	1	1	0	0	0	0	0	0	2	2	0	1	0	1	0	0	3	4	4	0	0	1	2	1	2	3	0	0	0	3	0	1	0	0	5	1	0	0	1
Zotu259	23	0	0	0	0	0	1	0	1	0	0	14	0	2	1	2	15	126	10	1	1	8	25	12	1	1	7	0	13	2	3	47	1	2	23	0	1	1	5	0	2	0	6	0	0	1	29	37	14	1	7	10	24	3	76	10	33	2	22	16
Zotu821	1	2	1	27	0	4	6	5	0	1	1	0	6	1	6	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	1	7	6	0	2	0	0	1	0	1	2	1	5	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu526	6	13	4	5	6	3	4	4	19	9	14	14	26	6	8	12	3	2	3	7	6	9	6	1	7	4	12	1	3	3	29	14	12	23	21	13	4	12	14	8	19	8	3	10	7	2	7	10	8	3	9	1	6	5	6	39	9	2	4	9
Zotu591	1	3	4	4	5	2	4	0	6	2	0	7	3	6	9	2	3	7	0	2	10	0	2	3	6	4	4	3	4	10	2	1	6	2	0	2	3	1	8	3	2	1	4	3	0	4	5	1	6	2	8	2	4	4	6	11	11	2	3	4
Zotu325	15	3	0	0	3	2	1	5	2	0	1	3	1	7	12	6	0	65	0	0	33	16	0	8	0	0	2	124	0	7	0	4	2	2	4	0	8	7	1	6	2	4	2	1	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu794	7	0	0	0	0	1	0	0	0	2	0	11	0	0	0	1	0	4	5	0	0	2	1	8	21	0	25	0	4	49	1	1	0	1	0	0	0	0	0	0	1	1	6	1	0	0	5	17	39	4	1	1	0	0	3	4	13	21	33	0
Zotu604	2	1	0	0	1	0	5	0	2	2	0	5	0	5	2	0	5	8	2	19	2	4	47	1	11	10	0	7	2	6	0	4	2	0	1	2	0	6	2	6	0	0	0	0	0	4	0	5	15	0	11	7	21	12	4	27	29	6	10	41
Zotu329	9	6	1	3	1	4	6	4	15	3	4	4	6	0	8	157	9	70	1	15	6	0	2	52	4	12	17	0	75	8	8	4	6	11	13	3	2	2	0	13	8	45	31	20	7	5	8	7	8	5	5	16	4	1	35	4	1	5	15	3
Zotu594	5	2	0	3	4	6	2	0	5	6	0	0	4	7	3	3	3	13	1	14	5	11	6	10	7	3	9	4	17	6	0	0	0	0	1	0	5	0	4	2	0	0	2	1	0	4	3	4	1	5	3	3	1	7	20	3	2	2	2	4
Zotu781	5	2	3	1	2	4	2	1	18	2	4	7	19	0	2	22	1	17	4	2	24	13	3	16	2	0	6	14	5	0	2	1	5	1	1	6	0	1	1	1	7	0	2	3	4	5	0	0	0	4	7	0	0	0	0	0	1	0	0	0
Zotu898	2	0	6	4	8	4	15	1	4	1	2	4	5	2	6	1	0	0	1	2	0	3	0	3	0	0	4	0	1	0	3	0	8	10	2	4	0	2	2	0	4	2	0	2	1	1	0	0	0	1	2	0	0	0	2	0	0	0	2	0
Zotu679	4	6	0	5	1	1	3	4	4	1	1	3	0	0	15	1	0	0	1	2	1	1	1	0	0	0	0	3	1	0	1	2	15	9	2	1	1	1	0	0	1	3	0	6	0	4	1	0	1	0	1	0	0	0	0	2	0	0	1	0
Zotu520	4	1	3	8	0	6	2	0	0	11	0	5	3	3	2	0	11	23	5	17	6	7	41	7	24	15	14	2	5	20	3	5	2	1	0	2	4	1	8	2	7	5	5	8	5	6	6	12	34	9	9	4	19	10	31	22	20	19	21	22
Zotu408	11	8	40	3	7	15	32	4	18	7	4	12	28	3	11	3	40	3	2	1	4	10	1	0	9	2	7	0	14	2	3	7	6	9	5	12	8	0	4	11	16	14	8	29	14	3	7	4	5	0	0	0	0	4	10	2	8	2	2	0
Zotu449	1	0	0	2	2	2	0	0	0	1	0	1	1	0	1	0	4	19	0	5	4	6	7	17	34	2	33	0	11	72	3	1	5	2	0	1	0	0	2	0	2	3	3	2	2	2	20	130	33	8	2	1	0	12	22	1	13	9	1	0
Zotu337	6	5	5	2	3	0	2	1	1	1	1	2	3	1	3	1	9	2	4	3	4	4	11	3	6	2	3	0	4	3	12	2	7	6	3	3	0	5	21	9	15	7	11	7	8	0	3	4	4	1	2	0	3	0	0	6	5	4	3	3
Zotu697	5	6	2	0	1	5	0	1	9	4	2	7	3	3	2	0	0	2	2	2	0	0	4	2	3	0	0	0	1	0	2	4	0	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	4	0	0	0	0
Zotu352	7	5	6	6	1	6	2	0	0	6	1	6	3	1	3	1	0	3	0	3	1	1	3	4	1	1	2	0	3	1	0	0	7	2	3	0	6	0	7	3	4	2	6	1	2	2	1	5	5	3	1	2	5	2	4	2	1	0	1	3
Zotu740	2	2	3	6	7	1	0	5	3	3	2	0	2	1	9	3	1	0	1	0	2	1	0	0	1	0	1	0	1	0	0	0	1	2	0	1	0	3	1	2	1	1	1	3	1	2	1	0	0	0	1	1	0	3	1	0	0	1	0	0
Zotu768	2	0	1	0	0	7	0	0	5	0	2	5	1	0	0	2	1	1	0	0	30	13	7	7	0	0	7	0	2	0	0	0	1	0	7	0	0	0	1	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Zotu139	7	4	0	0	0	1	0	0	0	1	0	3	0	32	2	0	4	0	0	0	0	2	1	0	0	0	1	44	0	0	0	1	0	3	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	3	6	0	0	2	3	0	0	0
Zotu577	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Zotu136	7	51	16	1	4	12	0	19	6	1	11	0	3	0	4	3	7	0	56	0	27	10	0	80	9	0	10	2	40	0	118	33	44	55	10	4	20	16	2	46	17	106	9	15	18	133	63	5	1	0	1	17	0	0	0	1	2	6	2	0
Zotu167	5	5	2	1	1	14	6	2	4	24	5	6	6	15	7	12	11	29	10	15	12	21	10	15	26	4	14	17	19	19	0	5	7	5	4	7	19	0	7	1	3	11	6	17	13	8	15	8	2	14	20	1	3	5	18	7	2	13	30	1
Zotu569	5	1	1	0	4	5	4	0	0	1	0	2	0	1	2	2	1	5	0	8	7	4	1	2	5	0	1	2	8	2	0	1	4	6	2	0	2	1	4	1	3	1	2	0	1	4	7	5	1	3	3	1	8	5	2	1	3	2	4	2
Zotu552	3	2	0	0	1	18	3	5	1	0	2	2	0	0	1	1	0	0	1	0	0	2	0	4	0	0	1	0	1	0	5	4	2	0	1	0	2	1	125	6	0	2	0	5	0	0	0	1	0	0	0	0	0	2	10	0	1	0	0	0
Zotu788	5	3	2	2	8	7	7	1	4	2	2	5	9	3	3	3	0	0	3	1	3	0	0	0	2	0	0	0	2	0	3	3	5	4	4	4	0	6	2	0	7	1	6	4	1	2	1	8	2	0	4	0	2	1	1	5	2	0	1	6
Zotu634	9	7	2	14	0	7	7	3	4	8	2	7	5	12	13	5	4	5	1	7	6	8	7	8	6	4	8	8	10	12	1	13	8	10	6	11	1	6	0	2	2	5	8	6	4	4	6	9	6	11	6	9	8	2	4	5	6	8	8	14
Zotu786	2	1	0	0	1	1	0	0	2	0	0	1	2	0	0	0	0	4	1	1	1	0	0	14	0	0	0	5	0	0	1	2	23	2	3	0	0	8	2	0	23	2	0	40	2	1	3	0	0	0	0	0	0	0	0	0	10	0	1	0
Zotu400	3	5	4	3	3	2	8	7	5	3	3	5	9	7	6	0	0	2	0	4	0	3	1	4	4	0	2	0	5	3	2	0	5	1	2	3	2	2	5	1	4	2	2	6	3	2	1	3	1	1	2	0	1	4	4	10	2	5	2	5
Zotu578	1	1	4	1	0	3	0	0	10	1	0	1	7	0	3	0	0	0	0	0	1	0	0	2	0	1	1	0	7	0	2	0	7	1	2	1	1	0	3	1	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu458	9	0	0	1	4	19	2	0	0	1	0	2	2	0	6	0	0	0	5	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	1	0	5	5	12	4	4	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Zotu852	1	0	5	1	1	0	2	1	1	0	0	0	5	0	0	3	1	0	1	0	1	2	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0
Zotu928	3	2	0	0	1	0	0	4	0	0	0	16	0	1	3	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu469	5	4	0	2	6	3	6	4	2	5	2	4	1	5	13	1	13	7	1	5	12	2	4	10	2	24	2	3	5	6	2	3	5	7	2	0	12	7	27	23	1	0	9	6	1	6	10	7	8	8	9	1	13	11	10	27	12	2	6	29
Zotu301	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	3	0	6	25	51	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu750	5	2	0	0	0	7	2	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	4	1	1	0	0	3	2	2	4	3	2	4	78	5	4	17	1	0	0	0	7	0	1	0	1	0	0	0	0	0	1	0	1	0
Zotu974	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu499	5	4	1	5	1	0	4	1	3	4	1	3	4	8	16	1	6	5	5	3	6	3	13	8	4	6	4	3	15	6	5	0	3	2	2	1	6	4	3	6	2	1	7	2	1	7	9	10	15	4	16	2	39	6	15	16	20	8	6	30
Zotu340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu453	2	3	0	0	4	2	1	5	3	3	0	17	0	3	8	95	2	6	3	1	9	0	1	15	0	0	8	27	0	0	1	1	1	0	0	0	1	0	0	2	0	4	5	3	2	7	0	0	0	2	1	9	0	3	4	0	0	0	3	0
Zotu312	2	11	1	7	7	6	7	3	7	13	12	11	11	9	2	9	1	6	7	13	9	14	3	38	2	7	10	2	112	1	1	7	8	1	3	2	4	1	3	1	4	7	6	4	4	5	1	3	0	5	4	0	2	4	0	0	1	4	0	6
Zotu549	2	0	0	0	0	0	0	0	0	0	0	10	1	0	2	4	11	20	2	22	0	52	0	43	1	0	10	9	13	1	0	0	0	0	1	0	0	1	7	5	11	11	0	2	0	2	44	2	0	11	0	1	0	0	0	0	20	12	1	1
Zotu631	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0
Zotu625	3	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	2	1	4	3	0	0	0	0	2	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
Zotu512	2	3	0	0	0	2	17	0	1	5	0	0	1	6	3	0	0	4	0	0	1	0	0	3	0	0	2	6	0	0	1	2	7	2	0	0	0	0	0	1	0	1	2	0	0	1	1	0	0	0	0	14	0	1	0	1	1	2	21	1
Zotu690	1	1	1	0	1	2	0	1	2	2	2	3	4	0	2	0	14	4	0	9	5	4	5	3	6	3	7	1	12	13	1	0	8	2	2	1	4	2	2	5	1	7	9	7	4	3	8	8	43	4	0	2	1	3	6	9	10	15	2	5
Zotu708	0	3	5	12	2	4	2	2	1	0	1	7	1	6	5	1	4	0	1	2	4	2	3	1	1	0	2	1	5	3	0	1	6	5	1	1	1	3	4	1	1	2	4	5	1	3	1	2	0	1	2	0	1	4	0	3	1	2	0	3
Zotu575	2	5	1	1	1	2	3	1	4	0	4	4	6	1	1	1	0	0	0	2	0	1	0	1	1	0	0	0	7	2	1	0	3	6	1	4	1	0	2	0	1	2	0	0	2	0	1	2	0	0	1	0	1	2	2	1	6	0	1	2
Zotu50	1	1	0	1	1	3	1	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	3
Zotu281	6	0	16	1	6	0	3	0	5	0	1	10	3	0	6	0	6	1	0	1	1	1	0	0	1	0	0	0	2	1	2	6	33	16	14	11	14	14	9	14	13	23	33	9	27	0	1	0	0	0	1	0	0	0	3	4	4	12	0	5
Zotu371	15	0	0	3	0	0	0	0	0	0	0	0	1	9	0	11	0	0	0	0	0	2	0	0	0	35	0	0	0	0	0	0	0	0	0	0	2	28	0	5	1	0	0	1	3	0	1	0	0	0	0	0	0	0	14	10	15	0	0	0
Zotu756	2	4	8	4	4	2	1	2	4	1	5	3	6	1	4	8	4	0	1	2	0	3	0	3	0	0	0	3	8	5	3	2	3	2	3	2	1	2	0	2	1	3	2	4	1	1	1	1	0	1	3	1	0	0	0	0	0	0	0	0
Zotu310	2	1	1	0	6	0	2	0	1	2	2	2	1	1	3	0	0	2	0	1	0	1	0	0	0	1	1	0	2	0	1	2	2	0	0	0	2	0	1	2	0	0	0	1	4	3	2	3	0	0	0	1	0	0	2	2	1	0	1	0
Zotu467	5	6	4	11	3	6	5	2	0	6	2	4	6	4	9	12	0	1	0	3	2	3	4	3	0	3	1	5	6	0	0	6	5	11	3	13	1	3	8	11	6	5	6	5	1	1	4	2	2	1	1	0	0	0	2	3	2	0	0	2
Zotu940	2	4	5	0	0	1	3	0	1	2	0	2	1	0	1	1	4	2	0	0	0	4	1	4	5	0	5	0	9	5	3	1	1	1	0	1	1	0	4	1	4	1	1	2	0	2	2	2	4	4	0	0	2	0	2	2	2	1	2	3
Zotu829	0	1	1	4	0	0	2	4	3	3	1	3	0	5	1	4	0	1	1	4	1	2	1	2	0	3	0	0	1	0	1	4	5	1	4	3	3	1	5	2	1	2	1	1	0	1	2	0	2	0	3	0	2	1	1	0	1	0	1	2
Zotu607	5	7	4	1	2	5	0	3	5	6	2	7	2	3	3	2	3	2	0	1	2	1	0	3	0	2	0	3	2	4	2	1	9	7	2	8	2	4	1	2	3	0	6	9	0	3	4	3	1	0	2	2	1	0	2	4	0	1	1	1
Zotu109	9	0	12	0	0	0	1	0	4	1	0	1	6	0	3	1	13	1	1	11	0	0	0	0	6	0	0	0	1	0	56	24	140	42	38	48	8	38	32	29	55	64	22	129	41	2	0	2	0	0	3	1	1	0	0	14	4	14	5	0
Zotu489	4	4	6	5	3	7	3	0	3	2	5	2	13	1	1	4	4	5	3	5	10	7	6	7	6	1	6	2	10	4	4	4	10	8	4	1	2	1	9	4	7	2	7	16	4	3	9	9	1	4	6	1	4	4	7	6	1	6	2	3
Zotu760	5	1	2	2	1	2	0	4	0	0	0	1	3	0	6	0	0	0	3	3	1	1	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	2	1	0
Zotu172	10	7	4	4	5	5	12	13	39	9	19	14	35	8	7	15	17	57	8	6	102	237	5	200	7	5	26	9	13	1	148	38	321	28	26	24	27	1	166	3	124	34	297	19	212	38	13	3	8	14	14	3	0	4	6	1	7	2	1	2
Zotu151	8	37	11	1	2	32	7	11	19	4	7	26	19	4	12	20	3	2	293	71	3	8	2	15	4	0	81	4	2	1	3	35	11	12	33	36	28	6	24	108	108	49	55	22	5	6	2	0	0	15	6	6	0	2	10	0	11	4	11	37
Zotu713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	40	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	2	2	6	0	1	0	0	2	3	0	9	0	80	0	0	0	3	0	0	2	5	0	0	0
Zotu105	13	2	0	0	0	3	0	0	48	0	0	2	13	3	1	19	128	198	10	0	27	6	2	71	3	0	27	314	136	8	11	23	13	15	27	0	22	3	0	9	10	281	27	204	4	23	1	6	0	32	59	83	0	2	4	0	31	0	0	0
Zotu330	5	6	0	8	3	2	2	0	4	1	0	1	2	0	2	2	13	22	1	9	24	11	7	14	85	4	33	5	17	23	6	2	12	2	13	4	0	1	13	10	6	25	33	14	15	3	25	8	4	10	27	9	8	2	11	2	5	28	23	2
Zotu933	4	5	8	3	4	6	1	3	7	9	3	9	5	2	4	3	2	3	1	14	3	5	6	3	0	0	1	2	6	3	7	13	7	5	1	7	1	1	3	4	4	3	3	5	2	2	1	3	1	1	2	1	0	2	2	2	0	2	1	0
Zotu345	2	2	1	3	5	2	7	1	2	0	5	1	4	1	3	2	0	1	1	3	2	5	3	1	2	2	2	0	7	5	4	3	3	4	2	2	0	0	1	2	9	1	7	9	2	1	7	5	1	4	2	0	5	1	2	1	2	5	2	3
Zotu159	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	1	11	1	0	0	615	2	0	0	0	3	0	0	10	41	0	1	0	1	3	1	0	3	0	20	6	74	2	1	0	1	31	0	1	99	0	0	0	0	0
Zotu103	7	10	11	15	2	36	112	11	11	27	17	11	19	2	16	7	70	64	4	56	55	71	5	124	38	6	12	24	117	20	19	7	15	18	33	5	60	55	128	17	9	50	28	46	48	6	3	21	0	30	6	7	0	23	11	1	4	42	22	0
Zotu657	4	7	0	1	9	4	4	1	1	2	0	1	0	0	3	3	7	11	3	9	6	8	7	15	1	1	8	2	17	3	1	1	1	0	1	2	4	0	1	0	2	0	0	0	0	7	1	7	1	4	7	6	4	2	8	0	6	3	10	0
Zotu130	15	14	8	10	24	10	10	9	8	26	2	10	12	23	19	9	17	60	9	25	24	26	47	44	41	22	19	14	52	54	4	12	16	16	5	19	13	7	25	6	18	20	30	15	14	30	17	35	39	27	24	18	41	24	37	30	44	29	29	74
Zotu638	4	7	2	4	2	5	9	0	7	4	5	2	7	10	2	4	0	0	1	6	3	1	6	2	0	3	1	0	4	0	1	3	7	1	4	2	3	0	9	7	4	2	3	5	1	2	3	3	5	0	0	1	1	1	1	3	1	0	0	4
Zotu160	4	15	11	12	12	6	1	2	3	6	2	8	4	16	5	1	0	0	4	4	4	2	1	5	0	0	4	0	1	0	1	1	8	1	3	0	11	0	2	0	5	2	4	0	3	10	0	1	2	2	1	1	0	0	0	2	1	0	0	0
Zotu710	5	7	3	6	1	1	1	3	7	3	0	9	0	13	2	2	2	13	0	15	2	10	23	27	24	2	2	0	4	18	3	2	1	4	1	2	3	1	1	1	0	4	11	1	2	1	6	8	28	4	8	15	7	4	4	2	11	5	14	13
Zotu766	5	0	0	1	0	0	0	0	0	0	2	5	1	0	1	1	0	0	0	1	8	4	1	3	1	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
Zotu464	7	6	6	3	22	5	5	1	11	5	5	7	5	4	4	1	2	3	1	51	1	0	4	6	8	2	6	1	6	1	25	8	33	8	7	37	16	14	35	4	18	7	7	1	11	0	0	4	6	2	4	7	1	0	9	8	12	3	26	4
Zotu258	2	2	0	1	3	0	1	0	2	3	0	5	1	0	5	0	6	11	3	7	10	3	7	11	8	11	8	1	17	7	2	4	5	2	0	4	7	1	7	5	4	2	5	7	6	4	11	4	6	9	6	3	5	2	7	7	24	13	15	4
Zotu784	5	1	12	1	0	1	1	7	3	3	3	5	3	0	2	0	0	1	0	0	4	17	1	3	6	0	10	0	2	2	6	2	0	1	0	0	0	0	0	0	1	0	2	4	10	2	0	0	0	0	0	0	0	0	1	0	0	18	0	0
Zotu722	1	2	8	10	1	4	3	4	0	3	3	9	4	5	10	0	4	0	0	1	0	2	3	0	0	1	0	3	2	0	0	1	2	5	1	1	0	2	1	3	1	0	0	4	0	2	1	0	0	0	2	0	0	4	1	2	1	1	2	0
Zotu573	1	1	1	0	2	1	0	33	2	0	0	1	0	0	0	1	1	0	11	0	0	20	0	4	0	0	0	0	0	0	0	2	2	13	3	0	13	9	15	3	0	1	0	1	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Zotu814	3	1	2	1	9	2	0	0	7	1	0	0	0	2	4	0	5	0	0	2	5	9	2	5	1	1	0	3	4	3	0	1	0	4	8	3	16	7	0	1	3	5	8	6	6	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4
Zotu731	3	1	7	1	2	4	4	4	5	6	4	6	5	9	6	2	5	0	2	5	2	3	9	4	1	2	2	1	1	3	0	1	1	8	3	4	2	1	3	10	1	0	7	3	2	3	1	3	3	2	4	0	5	5	0	6	4	4	3	8
Zotu471	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	1	0	0	2	0	0	4	1	0	0	0	2	1	5	0	0	0	0	0	0	1	2	0	0	0	1	0	4	1	3	0	2	0	1	3
Zotu904	3	1	0	1	0	1	7	1	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	1	7	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Zotu434	2	2	0	0	0	0	0	0	0	0	0	8	2	1	1	0	0	0	0	4	2	1	1	6	0	0	1	0	4	0	0	0	1	0	4	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
Zotu403	1	1	11	7	7	1	6	18	2	1	0	2	3	9	7	8	1	0	8	18	2	1	0	17	1	0	4	5	5	1	3	9	8	8	3	4	1	4	4	11	2	2	1	7	6	3	3	2	0	3	4	4	3	2	3	5	3	0	1	6
Zotu364	13	20	5	13	8	9	20	7	7	50	2	6	14	8	22	5	34	3	4	11	4	15	37	1	9	6	3	18	21	36	9	7	14	7	5	11	10	7	2	8	9	6	13	9	7	3	5	10	25	4	11	4	20	30	14	23	7	0	2	25
Zotu134	3	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	3	6	1	0	0	0	0	2	2	3	2	0	2	0	6	2	1	0	4	0	0	2	2	0	0	0	0	4	0	1	0	1	0	4	2	1
Zotu326	10	7	3	0	0	0	0	0	0	0	2	61	0	1	13	0	0	14	2	0	0	5	2	11	61	0	12	0	6	4	0	1	2	0	1	0	0	0	1	1	1	0	5	0	0	1	6	59	5	3	0	0	0	1	0	1	37	3	1	0
Zotu581	4	2	32	0	4	42	0	11	1	0	0	12	44	3	10	3	0	3	0	4	0	2	0	3	1	0	0	1	5	0	3	2	1	11	3	6	0	0	0	0	7	1	0	1	1	2	0	0	0	0	6	2	0	0	0	0	13	0	0	0
Zotu321	3	0	3	12	4	1	1	0	6	1	4	1	7	2	3	6	5	4	1	4	0	4	4	6	3	0	5	0	15	4	0	9	8	5	1	3	1	2	3	3	8	5	4	1	5	7	6	3	3	0	0	0	1	1	0	2	1	1	4	4
Zotu200	2	4	15	1	2	5	3	6	15	19	12	2	12	5	26	49	0	2	5	4	16	20	0	14	7	4	2	23	8	7	5	2	3	2	3	1	0	3	0	2	2	2	4	4	2	3	0	2	0	2	5	23	0	0	6	3	1	4	6	0
Zotu427	5	1	2	2	16	1	5	5	2	5	2	1	1	1	5	3	16	12	4	13	5	5	30	2	10	8	8	3	4	3	0	3	4	3	0	10	5	4	15	2	1	1	9	13	5	5	0	7	23	2	11	3	20	18	32	25	10	10	5	34
Zotu835	3	0	0	0	0	0	1	0	0	1	1	2	1	2	2	0	1	4	1	3	5	0	20	11	9	0	1	1	3	13	3	0	0	0	0	2	5	2	0	1	0	2	6	1	0	1	3	2	26	4	2	1	6	3	8	15	4	10	4	13
Zotu725	2	0	1	5	3	1	1	1	3	5	0	5	1	5	1	2	6	2	0	3	1	4	18	3	11	10	0	10	2	2	3	4	0	10	3	2	8	13	1	3	3	3	9	2	3	4	0	4	25	0	7	0	12	7	0	23	55	1	1	14
Zotu505	1	0	0	1	23	2	2	2	0	4	1	3	0	0	0	0	6	25	0	4	4	4	6	5	17	0	4	1	3	6	0	0	3	3	0	0	0	3	3	2	2	3	6	11	3	4	6	6	3	7	2	7	40	1	39	1	14	11	6	0
Zotu378	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	2	0	2	2	2	1	3	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Zotu416	2	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	14	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0
Zotu871	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu135	7	1	5	8	0	3	2	0	5	7	20	1	3	0	6	1	12	62	3	15	26	23	7	25	28	18	26	1	17	18	3	37	9	13	5	5	0	0	3	4	2	35	6	14	19	2	1	1	1	33	20	4	4	1	27	3	1	31	19	1
Zotu570	2	2	0	1	2	0	0	1	2	2	2	0	2	0	1	4	4	24	0	3	4	8	10	9	14	0	8	0	9	6	0	2	6	0	2	4	0	2	4	0	1	3	5	2	0	0	2	7	4	2	2	2	0	1	12	1	2	2	8	0
Zotu905	5	0	0	0	0	1	1	0	0	0	4	0	0	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	5	0	4	0	10	4	8	1	6	61	67	3	25	2	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu609	1	1	2	2	1	3	1	0	5	1	1	0	4	2	3	1	7	7	1	2	6	1	0	7	12	3	3	0	11	11	4	0	4	4	3	4	1	4	8	1	3	1	6	6	2	3	4	1	3	6	5	0	2	4	2	4	1	4	3	0
Zotu867	1	4	2	0	0	0	2	5	0	0	2	15	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	1	5	2	1	0	4	0	1	0	1	1	0	4	9	0	0	0	0	0	0	0	0	1	0	2	0
Zotu737	1	2	0	5	2	5	0	0	5	3	4	1	2	1	1	2	4	1	0	0	0	2	1	1	3	5	0	0	1	2	12	3	5	10	3	9	2	3	8	4	3	3	2	4	0	1	0	3	3	0	1	0	2	0	2	3	4	1	0	3
